url|categoryId|picture/0|author|name|description
https://www.ozon.ru/context/detail/id/20303795/?utm_content=partner_xml|1140985|https://mmedia.ozone.ru/multimedia/1005926722.jpg|Майн Рид|Всадник без головы|"""Всадник без головы"", прославивший имя своего создателя, английского писателя Майн Рида, по праву считается эталоном приключенческого романа. Сюжет романа выстроен столь искусно, что держит в напряжении до самой последней страницы. Не случайно захватывающая история благородного мустангера Мориса Джеральда и его возлюбленной, прекрасной Луизы Пойндекстер, расследующих зловещую тайну всадника без головы, чья фигура при своем появлении наводит ужас на обитателей саванны, чрезвычайно полюбилась читателям Европы и России, не одно поколение которых выросло на этом произведении, проникнутом верой в силы честных и смелых людей."
https://www.ozon.ru/context/detail/id/21115718/?utm_content=partner_xml|1140985|https://mmedia.ozone.ru/multimedia/1007044659.jpg|Джеймс Фенимор Купер|Пионеры, или У истоков Саскуиханны|"""Пионеры"" (1823) - один из самых популярных историко-приключенческих романов великого американского писателя Джеймса Фенимора Купера. Это четвертая книга пеиталогии о приключениях охотника Натаниэля Бампо по прозвищу Кожаный Чулок, однако знакомство читателей с этим героем началось именно с ""Пионеров"", остальные книги были написаны позднее. В основе сюжета романа - запутанные взаимоотношения семей Темплов и Эффингемов и любовь дочери судьи Элизабет Темпл и Оливера Эффингема. Молодым людям помогают отважный Кожаный Чулок и его благородный друг Чингачгук. Текст романа публикуется в классическом переводе И.Г.Гуровой и Н.А.Дехтеревой. В издании представлены фрагменты труда Джона Экевелдера об индейских народах, которым пользовался Купер при написании романа. В книге полностью публикуется цикл из 150 иллюстраций выдающегося польского художника Михала Эльвиро Андриолли из парижского издания 1885 года. Книга дополнена статьей А.В.Ващенко о романе ""Пионеры"" и подробными комментариями."
https://www.ozon.ru/context/detail/id/22345173/?utm_content=partner_xml|1140985|https://mmedia.ozone.ru/multimedia/1007153718.jpg|Джеймс Фенимор Купер|Зверобой, или Первая тропа войны|"Джеймс Фенимор Купер давно и прочно занимает место среди классиков американской литературы. Именно он считается одним из отцов американского романа. Именно он сумел найти и описать в своих книгах ту самобытность и неожиданную яркость недавно открытого континента, которая сумела заворожить всю современную Европу. Каждый новый роман писателя ждали с нетерпением. Захватывающие приключения бесстрашного и благородного охотника и следопыта Натти Бампо покоряли как юных, так и взрослых читателей. Предлагаемый в настоящем издании роман Купера ""Зверобой"", возможно самый знаменитый из всех, воссоздает эпизоды молодости великолепного героя."
https://www.ozon.ru/context/detail/id/143398954/?utm_content=partner_xml|1140989|https://mmedia.ozone.ru/multimedia/1020199845.jpg|Евгений Пермяк|Шантон-Болтон. Сказки|Предлагаем вашему вниманию красочно иллюстрированный сборник сказок Евгения Пермяка.
https://www.ozon.ru/context/detail/id/145155471/?utm_content=partner_xml|1140989|https://mmedia.ozone.ru/multimedia/1022771128.jpg|Геннадий Ананьев|В шаге от пропасти|Со времен царствования Ивана Грозного защищали рубежи России семьи Богусловских и Левонтьевых, но Октябрьская революция сделала представителей старых пограничных родов врагами. Братья Богусловские продолжают выполнять свой долг, невзирая на то, кто руководит страной: Михаил служит в Москве, Иннокентий бьется с басмачами в Туркестане. Левонтьевы же выбирают иной путь: Дмитрий стремится попасть к атаману Семенову, а Андрей возглавляет казачью банду, терроризирующую Семиречье…Роман признанного мастера отечественной остросюжетной прозы.
https://www.ozon.ru/context/detail/id/1484003/?utm_content=partner_xml|1140989|https://mmedia.ozone.ru/multimedia/1000071969.jpg||"""Морские дьяволы"""|В книге описывается подготовка к прорыву и прорыв через минированный Корейский пролив в Японское море девяти американских подводных лодок, а также их боевые действия на японских морских сообщениях летом 1945 года.
https://www.ozon.ru/context/detail/id/31763375/?utm_content=partner_xml|1140989|https://mmedia.ozone.ru/multimedia/1011887774.jpg|В. Поволяев, Г. Галкин|Фронтовые будни|Год 1942-й, по трудностям своим, по потерям, по тому, как мы откатывались на восток, почти не уступал страшному году начала Великой Отечественной войны. В этой книге рассказывается о наполненных опасностями фронтовых буднях старшины Гальцева, сержанта Павлухина и их боевых друзей — разведчиков артиллерийской бригады истребителей танков, которые именно тогда были сформированы в составе РККА.
https://www.ozon.ru/context/detail/id/137990004/?utm_content=partner_xml|1140989|https://mmedia.ozone.ru/multimedia/1015723899.jpg|Георгий Брянцев|Тайные тропы|"Георгий Михайлович Брянцев - человек действительно выдающегося мужества: в годы Великой отечественной войны занимался подготовкой партизан и разведчиков, сам неоднократно выполнял задания в тылу врага. Отмечен множеством боевых наград, среди которых орден Ленина, два ордена Красного Знамени, орден Красной Звезды, знак почетного чекиста и другие. Автор отлично знает изнутри работу чекистов, и описываемые события - не совсем выдумка. Именно поэтому так интересны его произведения: там излагаются реальные эпизоды работы чекистов по защите нашей Родины в самые трудные годы.Роман ""Тайные тропы"" о борьбе советских патриотов с гитлеровской, а потом и американской разведкой, был изъят из библиотек в начале 1950-х годов, а после публиковался со значительными (больше двухсот страниц - почти треть книги) сокращениями, ввиду пересмотра отношения советского руководства к Югославии. И сегодня, спустя более полувека от последнего полного издания книги, читатель держит в руках раритетное издание в полном его объёме."
https://www.ozon.ru/context/detail/id/140979739/?utm_content=partner_xml|1140989|https://mmedia.ozone.ru/multimedia/1019016790.jpg|Анатолий Полянский|На линии огня|Что-то странное происходит на участке погранотряда, которым командует подполковник Михаил Бардин: с сопредельной стороны регулярно поступают крупные партии контрабанды и оружия, а пограничники никак не могут обнаружить канал их доставки. Да ещё Бардин неожиданно встречает считавшегося погибшим бывшего сослуживца, и занимается Константин Леденец чем-то совсем уж непонятным...
https://www.ozon.ru/context/detail/id/143455582/?utm_content=partner_xml|1140989|https://mmedia.ozone.ru/multimedia/1021511038.jpg|Сергей Зверев|У расстрельной стены|"Еще подростком Матвей Дергачев ступил на путь непримиримой классовой борьбы. Гражданская война, продразверстка, служба в отрядах ЧОН и ОГПУ сделали из деревенского паренька настоящего борца с разного рода контрой. А еще очень пригодились молодому чекисту навыки меткой стрельбы. Сам нарком обратил внимание на выдающиеся способности Матвея и перевел его на ответственную и сверхсекретную работу. Радости Дергачева не было предела, пока он не осознал, что стал самым настоящим… исполнителем ""воли трудового народа""."
https://www.ozon.ru/context/detail/id/145630859/?utm_content=partner_xml|1140989|https://mmedia.ozone.ru/multimedia/1023178040.jpg|Станислав Вторушин|Посланец|"В книгу известного сибирского писателя Станислава Вторушина вошли два его новых произведения: остросюжетный роман ""Посланец"", в котором рассказывается о том, как вернувшиеся из горячей точки бойцы разведывательно-диверсионной группы во главе с бывшим командиром попытались своими методами навести в родном городе попранные бандой уголовников порядок и справедливость, а также повесть ""Переправа"" — об операции фронтовых разведчиков, позволившей начать успешное наступление на одном из участков советско-германского фронта во время Великой Отечественной войны."
https://www.ozon.ru/context/detail/id/2916714/?utm_content=partner_xml|1140989|https://mmedia.ozone.ru/multimedia/1000423866.jpg||Дмитрий Донской|"Прижизненное издание.Москва, 1947 год. Издательство ""Советский писатель"". Издательский переплет. Сохранность хорошая.  ""Дмитрий Донской"" - первое произведение из серии исторических романов по истории средневековой Москвы о борьбе русских княжеств под предводительством Московского князя Дмитрия Ивановича против ига татарской  Золотой орды, конец которой ознаменован решающей битвой на Куликовом поле в 1380 году."
https://www.ozon.ru/context/detail/id/31763376/?utm_content=partner_xml|1140989|https://mmedia.ozone.ru/multimedia/1011887797.jpg|Николай Иванов|Контрольный выстрел|В июле 1943 года по приказу Ставки Верховного главнокомандующего в районе Орловско-Курского выступа от станции Ржава до станции Старый Оскол за 32 дня была построена железнодорожная ветка расстоянием в 96 км. На ее строительстве трудились преимущественно женщины и подростки. Для уничтожения этой стратегически важной дороги абвер создал под Киевом специальную школу для подготовки диверсантов...
https://www.ozon.ru/context/detail/id/138019547/?utm_content=partner_xml|1140989|https://mmedia.ozone.ru/multimedia/1016096592.jpg|Максим Бузин|Парашютисты-диверсанты Сталина. Прорыв разведчиков|"Август 1941 года. В глубокий немецкий тыл заброшена разведгруппа наших парашютистов-диверсантов с заданием: захватить новейший американский бомбовый прицел ""Норден"", установленный на экспериментальном бомбардировщике ""Летающая крепость"", который был подбит над Берлином, совершил вынужденную посадку и попал к спецам Люфтваффе.Хватит ли у разведчиков сил и жизней, чтобы с боем прорваться на сверхсекретный объект ""Икс"", охраняемый не хуже ставки Гитлера?Смогут ли диверсанты уйти от погони на трофейном бронеавтомобиле?Как разведгруппе вернуться к своим из глубокого немецкого тыла?Угнав с вражеского аэродрома бомбардировщик ""дорнье"" и отбившись от поднятых на перехват ""мессершмиттов""!Когда на кону не только их жизни, но и судьба войны &ndash; разведчики идут ва-банк!"
https://www.ozon.ru/context/detail/id/141182116/?utm_content=partner_xml|1140989|https://mmedia.ozone.ru/multimedia/1019208024.jpg|Владимир Першанин|Русский гигант КВ-1. Легенда 41-го года|"Их было не так и много, этих мощных тяжелых танков, всего две-три сотни машин на весь огромный фронт. Но они сумели стать настоящей легендой.Лейтенант Ерофеев сражался на КВ-1 весь 1941 год, прикрывая отход наших войск, защищая переправы и железные дороги. Несмотря на огромное численное преимущество противника, он сумел победить и выжить, буквально перемалывая немецкую бронетехнику, уничтожая порой в одном бою по пять и более вражеских танков.После первых столкновений с русскими гигантами немецкое командование издало приказ, запрещающий вступать в открытые поединки с КВ-1. Чтобы расчистить путь своей механизированной лавине, немцы подтягивали на передний край тяжелые орудия - только они были способны пробить толстую броню ""Клима Ворошилова"".В жарких кровопролитных сражениях первого года Великой войны наши танкисты сорвали планы молниеносного наступления вермахта и дали надежду на Победу Красной армии."
https://www.ozon.ru/context/detail/id/143497677/?utm_content=partner_xml|1140989|https://mmedia.ozone.ru/multimedia/1021596622.JPG|Анатолий Матвиенко|Убейте фюрера, Теодор|"Ощущение постоянной опасности, предчувствие гибели в случае провала - это состояние души разведчики называют холодом. О судьбе одного из таких разведчиков, Теодора Неймана, ставшего, по существу, тройным агентом, и рассказано в романе известного белорусского мастера остросюжетной прозы Анатолия Евгеньевича Матвиенко. Сотрудник НКВД, внедренный в абвер в предвоенные годы, узнает, что в СССР арестованы его родители, репрессированы учителя и бывшие начальники. Чтобы сделать карьеру у врага, ему приходится совершать немыслимые поступки, укрепляя свою легенду ради главного задания. Удастся ли ему сохранить верность идеалам и вернуться ""с холода"" домой? Сберечь любовь, вспыхнувшую в самых неподходящих условиях?.."
