url|categoryId|picture/0|author|name|description
https://www.ozon.ru/context/detail/id/34075210/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1013335974.jpg|Марк Леви|Она & он|"Они встретились благодаря сайту знакомств. Они не стали любовниками, только друзьями. И не собирались ничего менять... Она актриса, он писатель. Ее зовут Миа, его - Пол. Она англичанка, он американец. Она нашла убежище на Монмартре. Он живет в Марэ. Она успешна, он - не очень. Она - настоящая звезда, но он об этом не знает. Она страдает от одиночества. Он тоже. Он умеет ее смешить. Она то и дело попадает в неловкое положение. Ей нельзя влюбляться.  Пол публикует первый роман и уезжает из Сан-Франциско в Париж. Сочиняет, встречается с читателями - и чувствует себя безмерно одиноким. Миа бежит из Лондона, бросив предавшего ее мужа, и находит убежище у подруги-француженки. Миа случайно заходит на сайт знакомств и назначает встречу Полу. С этого момента жизнь обоих превращается в клубок проблем. От друзей никакой помощи, они только еще больше все запутывают. Куда бежать, разве что на край света? Но даже далекое путешествие не поможет убежать от самого себя.   ""Пишет много, быстро и при этом захватывающе. Книжку не отрываясь можно проглотить за вечер"".  Комсомольская правда"
https://www.ozon.ru/context/detail/id/137739117/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1015859795.jpg|М. Бернс|Страсть куртизанки|Блестящей лондонской куртизанке Рут Этвуд претит сомнительная жизнь дамы полусвета. Задумав порвать со своим прошлым, она неожиданно получает невероятное предложение…Барон Гаррик Страйфилд, убежденный холостяк, желая избавиться от великосветских сплетен, предлагает Рут стать его содержанкой – но лишь для видимости…Случается невероятное: опытная покорительница мужчин влюбляется в барона. Теперь Рут намерена употребить все свое искусство соблазнительницы, чтобы зажечь в сердце Гаррика ответную страсть…
https://www.ozon.ru/context/detail/id/99638/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1004469005.jpg|Даниэла Стил|Счастье|Оливер Ватсон, оставшийся после развода с тремя детьми на руках, не был склонен доверять женщинам. Окунувшись в семейные проблемы, он и думать, забыл о любви. Однако судьба послала Оливеру совершенно неожиданную встречу с красавицей актрисой Шарлоттой Сэмпсон, женщиной, за блестящим успехом которой скрывалась жажда любить и быть любимой…
https://www.ozon.ru/context/detail/id/28019003/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1010437324.jpg|Элизабет Чедвик|Отвергнуть короля|Чем поданные могут заслужить немилость короля в неспокойное для страны время?   Начало XIII века. В Англии правит Иоанн, младший сын Генриха II.   Махелт Маршал - дочь самого прославленного английского рыцаря, обожаемая своей семьей. Однако, когда ее знаменитый отец становится жертвой оговора со стороны коварного и жестокого короля Иоанна, весь мир, в котором живет девушка, разрушается до основания. Ее братья взяты королем в заложники, а над ее браком с горячо любимым Гуго Биго, сыном графа Норфолк, нависает угроза.   Что может помочь влюбленным, когда им кажется, что весь мир ополчился против них?   Впервые на русском языке!
https://www.ozon.ru/context/detail/id/34087684/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1013373498.jpg|Барбара Данлоп|Одна мечта на двоих|Узнав, что сводный брат остался сиротой, Коул Хендерсон летит в Атланту. Он намерен убедиться, что маленький Закери в надежных руках, и тут же вернуться на Аляску, но встреча с тетей малыша Эмбер Уэлсли меняет его планы.
https://www.ozon.ru/context/detail/id/137830623/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1016764323.jpg||Bridget Jones's Baby: The Diaries|"As Bridget careers towards baby-deadline, tortured by Smug Mothers miming her ticking biological clock, a series of classic Bridget Jones moments finally leads her into pregnancy - but just not quite as intended. It's a pregnancy full of cheesy potatoes, outlandish advice from Drunken Singletons and Smug Mothers, chaos at scans and childbirth classes, high jinks and romance, joy and despair - but all of it dominated by the terribly awkward question - ""Who's the Father?"""
https://www.ozon.ru/context/detail/id/1268733/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1000031877.jpg|Анна и Джейн Кэмпион|В блаженном угаре|Роман `В блаженном угаре` - бестселлер 1999 г. Юная девушка из Австралии, путешествуя по Индии, становится последовательницей культа гуру Чидаатма Баба. Родители подвергают ее курсу `депрограммирования`, который проводит приглашенный ими американский специалист по работе с жертвами тоталитарных сект. В непростой борьбе за право верить и иметь собственную точку зрения героиня оказывается сильнее исполненного предрассудками соперника, обретая свободу и право следовать в жизни своим путем.
https://www.ozon.ru/context/detail/id/28081875/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1010785255.jpg|Сара Ларк|Рай на краю океана|В городке на побережье океана переплелись судьбы бесстрашных колонистов и пылких маори. Юная Илейн с первого взгляда очаровала Уильяма, который в погоне за удачей приехал в Новую Зеландию с другого конца света. Вспыхнувшая страсть заставила девушку нарушить волю родителей. Уильям готов на все ради нежной красавицы. Вопреки всем запретам они добиваются своего – день свадьбы назначен, но… В доме Илейн появляется ее кузина – пылкая экзотичная Кура, наследница знатного рода. Ее обаяние и талант привлекают Уильяма, он готов оставить невесту ради красавицы маори. Но Илейн намерена бороться за свою любовь... Как найти выход из любовного треугольника?
https://www.ozon.ru/context/detail/id/34154664/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1013408616.jpg|Лаура Дейв|Давай отпразднуем развод|Измена мужа - удар для любой женщины, но только не для Гвин. Когда она узнала, что Томас встречается с другой, мир для нее не перевернулся и земля не ушла из-под ног. Гвин выключила эмоции и включила разум. Надо дать мужу последний шанс, а еще взглянуть в глаза сопернице и оценить масштаб угрозы. Как справиться с обеими задачами сразу? Очень просто - устроить вечеринку в честь развода.
https://www.ozon.ru/context/detail/id/137847407/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1015602178.jpg|Джени Крауч|Спасательный круг для любимой|"Шерри Митчел, художник­-криминалист, приехала в Корпус­ Кристи, надеясь восстановить душевные силы после двух лет изматывающей работы в ФБР. Однако оказалось, что по улицам курортного городка разгуливает маньяк. Следствие зашло в тупик. Джону Хаттону, присланному на помощь полиции, агенту сектора ""Омега"", удалось уговорить мисс Митчел помочь в расследовании. Молодые люди влюбились друг в друга, но Шерри подозревает, что нужна Джону только на время следствия. А между тем положение становится все опаснее…"
https://www.ozon.ru/context/detail/id/1437840/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1004852903.jpg|Светлана Аннапольская|Акватория любви. Театр - моя душа, телевидение - жизнь|"Светлана Аннапольская - режиссер театра и телевидения, лауреат Государственной премии СССР. Судьба свела ее с самыми известными и совсем неизвестными, но необыкновенно интересными людьми искусства, государственными деятелями, космонавтами, политиками и ""простыми"" героями нашей огромной когда-то страны. На страницах книги вы встретитесь с выдающимися режиссерами А.Д.Поповым, М.О.Кнебель, Г.А.Товстоноговым, Б.И.Равенских; актерами Ф.Раневской, К.Куприной, Д.Банионисом, И.Смоктуновским, В.Высоцким; поэтами А.Вознесенским, А.Дементьевым, Л.Дербеневым; композиторами Р.Щедриным, М.Таривердиевым, О.Фельцманом; певцами И.Кобзоном, А.Пугачевой, Ф.Киркоровым, И.Тальковым, Т.Гвердцители, Ю.Березиным, Юлианом, И.Наджиевым и многими другими."
https://www.ozon.ru/context/detail/id/28081878/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1010471998.jpg|Барбара Картленд|Небо в алмазах|Англия, XIX век. Сердце Сильвии дрогнуло, когда на балу-маскараде судьба свела ее с таинственным незнакомцем в маске... Но чтобы спасти семью от нищеты и позора, девушка вынуждена принять предложение графа фон Брауэра стать его женой. Она не подозревала, какой он негодяй! Только чудо уберегло ее от бесчестия. Кто защитит ее от ненавистного брака?
https://www.ozon.ru/context/detail/id/34184611/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1013411637.jpg|Беверли Лонг|Лучшая ошибка в его жизни|Мак Маккен, много лет прослужив в морской разведке, наконец решает выйти в отставку в надежде посвятить себя тихой и спокойной жизни. Но старый друг и бывший командир, которому невозможно отказать, просит его о серьезной услуге. Хоуп Минноу, звезде нью-йоркских вечеринок, необходим телохранитель. Ее отцу, знаменитому проповеднику Арчибальду Минноу, поступают письма с угрозами в адрес дочери. Мак без особой охоты берется за это дело. Но, познакомившись с Хоуп поближе, понимает, что она не имеет ничего общего с легкомысленной прожигательницей жизни, какой ее представили на страницах глянцевого журнала. Более того, именно она - воплощение женщины его мечты.
https://www.ozon.ru/context/detail/id/137847408/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1015531272.jpg|Фиона Бранд|Прекрасная мстительница|В юности Ева и Кайл полюбили друг друга всей душой. Но он бросил ее, даже не объяснившись. И вот теперь, много лет спустя, Кайл предлагает Еве руку и сердце. Обида еще жива, и гордая девушка готова отклонить предложение. Но по завещанию опекуна ей нужно выйти замуж, чтобы получить наследство, и на поиски жениха отводится всего три недели… Сможет ли Ева простить Кайла или найдет более достойного спутника?
https://www.ozon.ru/context/detail/id/1820517/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1000137729.jpg|Лаура Вульф|Дневник безумной невесты|"Эмми 29 лет. Она преуспевающий журналист, работает в Нью-Йорке. Эмми убедила всех, и себя в первую очередь, что замужество для нее ничего не значит. Но тут появляется Он, и вот Эмми уже одна из тех, над кем недавно потешалась.  Как организовать свадьбу? Ведь в списке предсвадебных дел целых 70 пунктов! Тут без дневника не обойтись.  Легкая, оптимистичная, с хорошим чувством юмора книга, может служить пособием для будущих невест и прекрасным поводом остальным вспомнить ""как это было""."
https://www.ozon.ru/context/detail/id/28084989/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1010474244.jpg|Хелен Филдинг|Бриджит Джонс. Без ума от мальчишки|Почти десять лет прошло с момента выхода второй книги про Бриджит Джонс. За это время поклонницы суперпопулярного творчества Хелен Филдинг  успели изрядно соскучиться по любимой героине. И, вот, Бриджит Джонс снова «отжигает»  в зоне внимания многотысячной армии читательниц. Теперь ей пятьдесят один год, но она прикидывается тридцатипятилетней, чтобы удержать своего «мальчишку» - бойфренда тридцати лет. Для начала Бриджит решает избавиться от лишних двадцати пяти килограммов.  И ей это почти удается. Если кто-то решил, что пышка Бриджит, повзрослев, обрела спокойствие и живет в душевном комфорте, он глубоко ошибается. Все только начинается!  Первые два романа о Бриджит Джонс подняли волну подражаний во всем мире. Десятки писательниц принялись на свой лад строчить «бриджонсовые» дневники. Но первой все-таки была Хелен Филдинг. Поэтому выход новой книги о Бриджит Джонс – большое событие в литературном мире.
https://www.ozon.ru/context/detail/id/34184612/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1013415261.jpg|Меллори Кейн|Три дня на побережье|В романе М.Кейн после тринадцатилетнего отсутствия агент Агентства национальной безопасности Захария Уинтер приезжает в родной городок Бон-Шанс на похороны своего лучшего друга Тристана Дюшода. Открывшиеся обстоятельства смерти заставляют усомниться, что ее причиной стал несчастный случай. Зак считает, что Тристана убили. Этого же мнения придерживается и специальный агент из Министерства национальной безопасности, негласно работающая в Бан-Шансе. Зак и Мэдди, почувствовавшие с первых минут знакомства необъяснимую тягу друг к другу, сплотились в команду с целью докопаться до истины. Но очень скоро их отношения вышли за рамки служебных...
https://www.ozon.ru/context/detail/id/137847409/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1015530001.jpg|Сара М. Андерсон|Ловушка для супермена|Триш - красавица, умница и лучшая студентка университета - озабочена грандиозным проектом, но на него нужны деньги. С помощью остроумной уловки она сумела так впечатлить миллиардера Нейта Лонгмайра, кстати, очень интересного мужчину, что он не отказал ей в помощи и назначил встречу, но… благополучно о ней забыл. Триш не отступила и явилась прямо в его особняк. Нейт все вспомнил и сделал девушке невероятное, но очень странное предложение, которое она приняла. А как было не принять, когда предлагают такой гонорар? Теперь у нее будут деньги на проект. Но вот беда, угораздило же ее влюбиться в миллиардера…
https://www.ozon.ru/context/detail/id/2129441/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1002447991.jpg|Рональд Фирбенк|Искусственная принцесса|"Предлагаем вашему вниманию роман Рональда Фирбенка ""Искусственная принцесса""."
https://www.ozon.ru/context/detail/id/28085405/?utm_content=partner_xml|1141651|https://mmedia.ozone.ru/multimedia/1010584121.jpg|Энн Стюарт|Мечтатели|Наследник знатной фамилии Александр Макдауэлл навсегда запомнил тот день, когда его мать привезла в их особняк сироту Каролин: крохотную голубоглазую девочку, смотревшую на мир с какой-то недетской покорностью. Они росли вместе, но их  разделяла пропасть. В глубине души Алекс всегда знал, что ни один из них никогда по-настоящему не был частью этой семьи. Подростком он сбежал из дома, чтобы раскрыть тайну своего рождения, и пропадал почти двадцать лет. Но вот пришло время попрощаться со смертельно больной матерью и Александр возвращается в семейное гнездо…
